image,bbox,class_id
C:/Users/QIU/Desktop/dataset/images/basset_hound_179.jpg,152x162x340x317,2
C:/Users/QIU/Desktop/dataset/images/Bombay_113.jpg,20x10x176x169,2
C:/Users/QIU/Desktop/dataset/images/Ragdoll_148.jpg,62x34x318x264,2
C:/Users/QIU/Desktop/dataset/images/Persian_175.jpg,66x131x342x406,1
C:/Users/QIU/Desktop/dataset/images/chihuahua_179.jpg,118x36x180x136,2
C:/Users/QIU/Desktop/dataset/images/Siamese_158.jpg,183x13x453x273,2
C:/Users/QIU/Desktop/dataset/images/boxer_102.jpg,90x24x414x326,2
C:/Users/QIU/Desktop/dataset/images/yorkshire_terrier_119.jpg,160x34x222x111,2
C:/Users/QIU/Desktop/dataset/images/miniature_pinscher_159.jpg,135x11x200x97,1
C:/Users/QIU/Desktop/dataset/images/shiba_inu_133.jpg,265x106x355x232,1
C:/Users/QIU/Desktop/dataset/images/american_bulldog_115.jpg,182x49x298x173,2
C:/Users/QIU/Desktop/dataset/images/beagle_162.jpg,169x7x334x117,2
C:/Users/QIU/Desktop/dataset/images/Abyssinian_170.jpg,899x208x1113x457,1
C:/Users/QIU/Desktop/dataset/images/havanese_139.jpg,160x6x463x273,2
C:/Users/QIU/Desktop/dataset/images/shiba_inu_10.jpg,201x51x320x203,1
C:/Users/QIU/Desktop/dataset/images/keeshond_11.jpg,107x54x245x232,2
C:/Users/QIU/Desktop/dataset/images/wheaten_terrier_136.jpg,129x62x248x160,2
C:/Users/QIU/Desktop/dataset/images/samoyed_113.jpg,222x74x302x186,2
C:/Users/QIU/Desktop/dataset/images/samoyed_110.jpg,137x44x314x291,2
C:/Users/QIU/Desktop/dataset/images/saint_bernard_133.jpg,128x85x353x271,2
C:/Users/QIU/Desktop/dataset/images/Egyptian_Mau_13.jpg,110x47x225x175,1
C:/Users/QIU/Desktop/dataset/images/english_setter_128.jpg,183x48x358x179,2
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_127.jpg,49x130x264x355,2
C:/Users/QIU/Desktop/dataset/images/american_bulldog_102.jpg,156x89x248x192,2
C:/Users/QIU/Desktop/dataset/images/staffordshire_bull_terrier_163.jpg,144x30x406x285,2
C:/Users/QIU/Desktop/dataset/images/miniature_pinscher_15.jpg,290x23x445x241,1
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_147.jpg,1x20x386x321,1
C:/Users/QIU/Desktop/dataset/images/chihuahua_119.jpg,49x24x156x144,2
C:/Users/QIU/Desktop/dataset/images/keeshond_112.jpg,266x28x387x171,2
C:/Users/QIU/Desktop/dataset/images/pug_106.jpg,181x162x275x232,2
C:/Users/QIU/Desktop/dataset/images/Maine_Coon_142.jpg,244x66x338x144,1
C:/Users/QIU/Desktop/dataset/images/pug_104.jpg,120x48x361x236,2
C:/Users/QIU/Desktop/dataset/images/english_setter_154.jpg,118x35x301x185,2
C:/Users/QIU/Desktop/dataset/images/great_pyrenees_101.jpg,167x28x367x215,2
C:/Users/QIU/Desktop/dataset/images/Bombay_170.jpg,230x38x368x147,2
C:/Users/QIU/Desktop/dataset/images/Bengal_15.jpg,125x93x324x254,2
C:/Users/QIU/Desktop/dataset/images/Persian_105.jpg,117x82x405x356,1
C:/Users/QIU/Desktop/dataset/images/chihuahua_174.jpg,71x25x211x131,2
C:/Users/QIU/Desktop/dataset/images/keeshond_108.jpg,90x72x221x208,2
C:/Users/QIU/Desktop/dataset/images/Bengal_124.jpg,52x47x147x153,2
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_188.jpg,103x26x177x120,2
C:/Users/QIU/Desktop/dataset/images/great_pyrenees_180.jpg,140x44x239x137,2
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_174.jpg,74x54x168x180,2
C:/Users/QIU/Desktop/dataset/images/saint_bernard_143.jpg,144x156x270x259,2
C:/Users/QIU/Desktop/dataset/images/keeshond_102.jpg,281x65x387x202,2
C:/Users/QIU/Desktop/dataset/images/Ragdoll_116.jpg,80x1x330x225,2
C:/Users/QIU/Desktop/dataset/images/pomeranian_116.jpg,47x85x101x155,2
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_167.jpg,150x43x415x240,1
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_116.jpg,196x92x358x212,1
C:/Users/QIU/Desktop/dataset/images/Siamese_159.jpg,150x29x393x305,2
C:/Users/QIU/Desktop/dataset/images/chihuahua_109.jpg,114x1x251x107,2
C:/Users/QIU/Desktop/dataset/images/english_setter_138.jpg,152x55x257x143,2
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_165.jpg,115x9x267x170,2
C:/Users/QIU/Desktop/dataset/images/wheaten_terrier_126.jpg,169x179x249x284,2
C:/Users/QIU/Desktop/dataset/images/Russian_Blue_13.jpg,307x200x510x379,1
C:/Users/QIU/Desktop/dataset/images/staffordshire_bull_terrier_17.jpg,263x64x349x153,2
C:/Users/QIU/Desktop/dataset/images/havanese_146.jpg,121x38x455x280,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_167.jpg,164x177x249x278,2
C:/Users/QIU/Desktop/dataset/images/Maine_Coon_170.jpg,33x13x321x299,1
C:/Users/QIU/Desktop/dataset/images/havanese_17.jpg,232x17x404x164,2
C:/Users/QIU/Desktop/dataset/images/english_setter_126.jpg,173x74x314x217,2
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_103.jpg,108x149x199x229,2
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_120.jpg,52x83x203x181,1
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_105.jpg,173x10x374x208,2
C:/Users/QIU/Desktop/dataset/images/pomeranian_135.jpg,57x18x174x158,2
C:/Users/QIU/Desktop/dataset/images/saint_bernard_175.jpg,88x53x164x137,2
C:/Users/QIU/Desktop/dataset/images/samoyed_188.jpg,113x137x231x276,2
C:/Users/QIU/Desktop/dataset/images/Russian_Blue_124.jpg,29x25x164x159,1
C:/Users/QIU/Desktop/dataset/images/beagle_184.jpg,210x137x362x259,2
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_108.jpg,239x63x310x125,1
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_144.jpg,165x72x390x298,2
C:/Users/QIU/Desktop/dataset/images/Maine_Coon_204.jpg,45x18x326x324,1
C:/Users/QIU/Desktop/dataset/images/beagle_113.jpg,15x118x275x395,2
C:/Users/QIU/Desktop/dataset/images/newfoundland_160.jpg,33x29x175x162,1
C:/Users/QIU/Desktop/dataset/images/scottish_terrier_108.jpg,173x75x320x278,1
C:/Users/QIU/Desktop/dataset/images/Sphynx_104.jpg,187x88x281x190,2
C:/Users/QIU/Desktop/dataset/images/chihuahua_157.jpg,5x30x110x99,2
C:/Users/QIU/Desktop/dataset/images/yorkshire_terrier_165.jpg,172x5x395x231,2
C:/Users/QIU/Desktop/dataset/images/shiba_inu_145.jpg,319x48x409x151,1
C:/Users/QIU/Desktop/dataset/images/Ragdoll_105.jpg,189x61x418x295,1
C:/Users/QIU/Desktop/dataset/images/newfoundland_163.jpg,214x49x329x157,1
C:/Users/QIU/Desktop/dataset/images/chihuahua_173.jpg,33x1x224x164,2
C:/Users/QIU/Desktop/dataset/images/staffordshire_bull_terrier_145.jpg,99x25x415x274,2
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_119.jpg,190x21x387x222,2
C:/Users/QIU/Desktop/dataset/images/Persian_191.jpg,229x36x315x132,1
C:/Users/QIU/Desktop/dataset/images/boxer_117.jpg,205x25x318x113,2
C:/Users/QIU/Desktop/dataset/images/Siamese_109.jpg,120x26x339x288,1
C:/Users/QIU/Desktop/dataset/images/american_bulldog_199.jpg,73x25x400x314,2
C:/Users/QIU/Desktop/dataset/images/boxer_138.jpg,44x49x269x236,2
C:/Users/QIU/Desktop/dataset/images/Birman_162.jpg,45x49x256x227,2
C:/Users/QIU/Desktop/dataset/images/boxer_128.jpg,87x205x174x311,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_189.jpg,233x34x337x127,2
C:/Users/QIU/Desktop/dataset/images/japanese_chin_168.jpg,71x102x325x287,1
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_159.jpg,30x11x279x173,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_120.jpg,100x46x327x302,2
C:/Users/QIU/Desktop/dataset/images/Maine_Coon_133.jpg,77x26x217x182,1
C:/Users/QIU/Desktop/dataset/images/yorkshire_terrier_113.jpg,43x1x119x72,2
C:/Users/QIU/Desktop/dataset/images/keeshond_163.jpg,75x31x331x434,2
C:/Users/QIU/Desktop/dataset/images/saint_bernard_104.jpg,59x202x206x323,2
C:/Users/QIU/Desktop/dataset/images/Persian_149.jpg,272x20x454x195,1
C:/Users/QIU/Desktop/dataset/images/newfoundland_118.jpg,98x71x340x356,1
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_130.jpg,12x1x174x157,2
C:/Users/QIU/Desktop/dataset/images/scottish_terrier_170.jpg,146x1x412x305,1
C:/Users/QIU/Desktop/dataset/images/pomeranian_188.jpg,133x33x198x117,2
C:/Users/QIU/Desktop/dataset/images/Russian_Blue_123.jpg,246x82x334x176,1
C:/Users/QIU/Desktop/dataset/images/Persian_100.jpg,8x1x406x301,1
C:/Users/QIU/Desktop/dataset/images/pug_173.jpg,90x85x287x245,2
C:/Users/QIU/Desktop/dataset/images/staffordshire_bull_terrier_134.jpg,165x85x348x247,2
C:/Users/QIU/Desktop/dataset/images/leonberger_102.jpg,118x184x239x275,2
C:/Users/QIU/Desktop/dataset/images/Ragdoll_168.jpg,150x44x367x221,2
C:/Users/QIU/Desktop/dataset/images/havanese_150.jpg,191x112x384x291,2
C:/Users/QIU/Desktop/dataset/images/miniature_pinscher_10.jpg,107x56x455x308,2
C:/Users/QIU/Desktop/dataset/images/english_setter_125.jpg,62x50x145x124,2
C:/Users/QIU/Desktop/dataset/images/japanese_chin_154.jpg,130x80x294x263,1
C:/Users/QIU/Desktop/dataset/images/english_setter_178.jpg,19x13x275x270,2
C:/Users/QIU/Desktop/dataset/images/Bengal_132.jpg,20x8x90x87,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_163.jpg,160x159x319x387,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_131.jpg,84x86x204x196,2
C:/Users/QIU/Desktop/dataset/images/yorkshire_terrier_151.jpg,35x1x225x177,2
C:/Users/QIU/Desktop/dataset/images/japanese_chin_115.jpg,243x124x369x216,1
C:/Users/QIU/Desktop/dataset/images/pug_187.jpg,47x28x172x135,2
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_175.jpg,47x19x457x357,1
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_174.jpg,134x79x297x234,2
C:/Users/QIU/Desktop/dataset/images/Siamese_204.jpg,92x77x293x268,2
C:/Users/QIU/Desktop/dataset/images/saint_bernard_121.jpg,99x11x278x173,2
C:/Users/QIU/Desktop/dataset/images/american_bulldog_143.jpg,223x24x485x250,2
C:/Users/QIU/Desktop/dataset/images/Persian_136.jpg,241x30x408x201,1
C:/Users/QIU/Desktop/dataset/images/leonberger_164.jpg,101x33x488x349,2
C:/Users/QIU/Desktop/dataset/images/great_pyrenees_187.jpg,186x101x284x186,2
C:/Users/QIU/Desktop/dataset/images/Egyptian_Mau_153.jpg,1x1x110x120,1
C:/Users/QIU/Desktop/dataset/images/wheaten_terrier_156.jpg,98x46x179x134,2
C:/Users/QIU/Desktop/dataset/images/Egyptian_Mau_164.jpg,288x35x400x146,1
C:/Users/QIU/Desktop/dataset/images/Siamese_108.jpg,140x47x257x182,1
C:/Users/QIU/Desktop/dataset/images/Russian_Blue_108.jpg,1x66x200x279,1
C:/Users/QIU/Desktop/dataset/images/Bengal_129.jpg,1x67x281x281,2
C:/Users/QIU/Desktop/dataset/images/havanese_149.jpg,99x40x335x242,2
C:/Users/QIU/Desktop/dataset/images/chihuahua_165.jpg,44x21x175x144,2
C:/Users/QIU/Desktop/dataset/images/japanese_chin_11.jpg,30x152x242x323,1
C:/Users/QIU/Desktop/dataset/images/Siamese_179.jpg,239x58x340x168,2
C:/Users/QIU/Desktop/dataset/images/basset_hound_169.jpg,212x21x395x185,2
C:/Users/QIU/Desktop/dataset/images/leonberger_179.jpg,1x21x450x417,2
C:/Users/QIU/Desktop/dataset/images/Maine_Coon_191.jpg,140x81x377x330,1
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_161.jpg,51x50x294x318,2
C:/Users/QIU/Desktop/dataset/images/basset_hound_121.jpg,107x41x300x278,2
C:/Users/QIU/Desktop/dataset/images/keeshond_185.jpg,44x39x402x426,2
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_189.jpg,148x145x394x412,2
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_181.jpg,90x97x292x281,2
C:/Users/QIU/Desktop/dataset/images/Sphynx_1.jpg,63x33x167x142,2
C:/Users/QIU/Desktop/dataset/images/Abyssinian_179.jpg,73x18x184x130,1
C:/Users/QIU/Desktop/dataset/images/miniature_pinscher_121.jpg,117x25x185x114,1
C:/Users/QIU/Desktop/dataset/images/havanese_109.jpg,179x109x337x231,2
C:/Users/QIU/Desktop/dataset/images/Siamese_114.jpg,88x78x265x266,2
C:/Users/QIU/Desktop/dataset/images/keeshond_159.jpg,165x103x236x192,2
C:/Users/QIU/Desktop/dataset/images/english_setter_16.jpg,50x1x353x315,2
C:/Users/QIU/Desktop/dataset/images/Russian_Blue_169.jpg,129x38x243x182,1
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_15.jpg,148x101x266x226,2
C:/Users/QIU/Desktop/dataset/images/havanese_106.jpg,80x133x245x263,2
C:/Users/QIU/Desktop/dataset/images/newfoundland_144.jpg,120x63x264x195,1
C:/Users/QIU/Desktop/dataset/images/Birman_188.jpg,69x74x220x209,2
C:/Users/QIU/Desktop/dataset/images/keeshond_141.jpg,156x32x264x178,2
C:/Users/QIU/Desktop/dataset/images/shiba_inu_162.jpg,339x68x497x256,1
C:/Users/QIU/Desktop/dataset/images/japanese_chin_110.jpg,37x32x383x299,1
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_118.jpg,73x34x218x143,2
C:/Users/QIU/Desktop/dataset/images/Ragdoll_125.jpg,9x128x318x368,2
C:/Users/QIU/Desktop/dataset/images/great_pyrenees_131.jpg,127x26x277x191,2
C:/Users/QIU/Desktop/dataset/images/chihuahua_139.jpg,99x69x213x168,2
C:/Users/QIU/Desktop/dataset/images/pomeranian_17.jpg,108x65x353x339,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_179.jpg,30x16x235x185,2
C:/Users/QIU/Desktop/dataset/images/Persian_115.jpg,281x74x394x188,1
C:/Users/QIU/Desktop/dataset/images/beagle_173.jpg,100x143x212x257,2
C:/Users/QIU/Desktop/dataset/images/english_setter_175.jpg,183x87x349x253,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_148.jpg,128x17x219x121,2
C:/Users/QIU/Desktop/dataset/images/boxer_142.jpg,165x114x343x258,2
C:/Users/QIU/Desktop/dataset/images/Russian_Blue_100.jpg,56x52x305x371,2
C:/Users/QIU/Desktop/dataset/images/scottish_terrier_186.jpg,127x108x270x246,1
C:/Users/QIU/Desktop/dataset/images/Bengal_146.jpg,20x30x161x172,2
C:/Users/QIU/Desktop/dataset/images/Persian_111.jpg,96x76x251x199,1
C:/Users/QIU/Desktop/dataset/images/american_bulldog_182.jpg,65x12x380x350,2
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_209.jpg,301x13x485x191,2
C:/Users/QIU/Desktop/dataset/images/keeshond_188.jpg,13x72x247x339,2
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_18.jpg,120x54x267x147,1
C:/Users/QIU/Desktop/dataset/images/saint_bernard_16.jpg,109x198x197x271,2
C:/Users/QIU/Desktop/dataset/images/basset_hound_166.jpg,167x38x342x253,2
C:/Users/QIU/Desktop/dataset/images/newfoundland_152.jpg,89x43x352x281,1
C:/Users/QIU/Desktop/dataset/images/keeshond_164.jpg,294x87x398x233,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_177.jpg,223x151x413x373,2
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_17.jpg,88x41x363x273,2
C:/Users/QIU/Desktop/dataset/images/Bombay_143.jpg,175x54x404x288,2
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_181.jpg,163x1x464x344,1
C:/Users/QIU/Desktop/dataset/images/boxer_132.jpg,193x37x414x261,2
C:/Users/QIU/Desktop/dataset/images/american_bulldog_139.jpg,125x142x218x232,2
C:/Users/QIU/Desktop/dataset/images/saint_bernard_123.jpg,194x134x256x189,2
C:/Users/QIU/Desktop/dataset/images/english_setter_170.jpg,214x67x337x217,2
C:/Users/QIU/Desktop/dataset/images/leonberger_116.jpg,49x36x212x233,2
C:/Users/QIU/Desktop/dataset/images/great_pyrenees_165.jpg,71x98x187x192,2
C:/Users/QIU/Desktop/dataset/images/keeshond_147.jpg,36x25x319x301,2
C:/Users/QIU/Desktop/dataset/images/english_setter_15.jpg,232x49x358x133,2
C:/Users/QIU/Desktop/dataset/images/Abyssinian_165.jpg,24x53x177x198,1
C:/Users/QIU/Desktop/dataset/images/scottish_terrier_166.jpg,162x57x369x175,1
C:/Users/QIU/Desktop/dataset/images/Abyssinian_17.jpg,38x92x136x192,1
C:/Users/QIU/Desktop/dataset/images/shiba_inu_16.jpg,49x93x250x349,1
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_130.jpg,175x145x291x217,1
C:/Users/QIU/Desktop/dataset/images/Birman_179.jpg,203x117x284x198,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_184.jpg,139x146x273x247,2
C:/Users/QIU/Desktop/dataset/images/american_bulldog_138.jpg,66x189x224x315,2
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_106.jpg,203x59x375x223,2
C:/Users/QIU/Desktop/dataset/images/chihuahua_166.jpg,112x1x197x114,2
C:/Users/QIU/Desktop/dataset/images/British_Shorthair_115.jpg,47x108x362x384,2
C:/Users/QIU/Desktop/dataset/images/Siamese_128.jpg,68x19x399x357,2
C:/Users/QIU/Desktop/dataset/images/japanese_chin_128.jpg,61x160x371x334,1
C:/Users/QIU/Desktop/dataset/images/beagle_167.jpg,321x135x443x227,2
C:/Users/QIU/Desktop/dataset/images/Sphynx_187.jpg,22x100x258x345,1
C:/Users/QIU/Desktop/dataset/images/boxer_188.jpg,103x53x408x314,2
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_137.jpg,53x76x318x300,1
C:/Users/QIU/Desktop/dataset/images/Bengal_136.jpg,154x48x206x97,2
C:/Users/QIU/Desktop/dataset/images/miniature_pinscher_123.jpg,33x39x201x142,1
C:/Users/QIU/Desktop/dataset/images/saint_bernard_135.jpg,279x60x380x168,2
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_154.jpg,1x21x320x328,1
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_157.jpg,20x21x156x133,2
C:/Users/QIU/Desktop/dataset/images/beagle_138.jpg,155x1x367x183,2
C:/Users/QIU/Desktop/dataset/images/japanese_chin_147.jpg,20x152x216x336,1
C:/Users/QIU/Desktop/dataset/images/Maine_Coon_213.jpg,36x22x171x179,1
C:/Users/QIU/Desktop/dataset/images/wheaten_terrier_13.jpg,200x105x299x217,2
C:/Users/QIU/Desktop/dataset/images/basset_hound_134.jpg,97x12x500x244,2
C:/Users/QIU/Desktop/dataset/images/shiba_inu_136.jpg,139x106x228x216,1
C:/Users/QIU/Desktop/dataset/images/boxer_170.jpg,154x8x312x182,2
C:/Users/QIU/Desktop/dataset/images/saint_bernard_182.jpg,78x144x158x227,2
C:/Users/QIU/Desktop/dataset/images/Sphynx_184.jpg,226x215x355x354,1
C:/Users/QIU/Desktop/dataset/images/newfoundland_145.jpg,68x15x366x306,1
C:/Users/QIU/Desktop/dataset/images/keeshond_166.jpg,72x2x329x309,2
C:/Users/QIU/Desktop/dataset/images/american_bulldog_114.jpg,128x52x295x206,2
C:/Users/QIU/Desktop/dataset/images/Egyptian_Mau_178.jpg,317x161x472x302,1
C:/Users/QIU/Desktop/dataset/images/great_pyrenees_12.jpg,179x234x280x320,2
C:/Users/QIU/Desktop/dataset/images/Abyssinian_129.jpg,114x94x252x224,1
C:/Users/QIU/Desktop/dataset/images/boxer_121.jpg,248x143x276x165,2
C:/Users/QIU/Desktop/dataset/images/wheaten_terrier_166.jpg,182x97x281x210,2
C:/Users/QIU/Desktop/dataset/images/wheaten_terrier_178.jpg,49x1x313x193,2
C:/Users/QIU/Desktop/dataset/images/great_pyrenees_144.jpg,335x58x401x117,2
C:/Users/QIU/Desktop/dataset/images/havanese_170.jpg,227x83x302x140,2
C:/Users/QIU/Desktop/dataset/images/leonberger_167.jpg,262x262x367x366,2
C:/Users/QIU/Desktop/dataset/images/newfoundland_174.jpg,238x25x425x210,1
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_131.jpg,89x25x209x133,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_12.jpg,98x49x345x286,2
C:/Users/QIU/Desktop/dataset/images/Abyssinian_148.jpg,303x78x460x219,1
C:/Users/QIU/Desktop/dataset/images/Ragdoll_107.jpg,165x102x420x344,2
C:/Users/QIU/Desktop/dataset/images/Russian_Blue_198.jpg,199x34x379x223,1
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_182.jpg,45x15x214x176,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_137.jpg,166x116x288x278,2
C:/Users/QIU/Desktop/dataset/images/basset_hound_159.jpg,23x59x209x270,2
C:/Users/QIU/Desktop/dataset/images/english_cocker_spaniel_121.jpg,59x56x301x282,2
C:/Users/QIU/Desktop/dataset/images/Sphynx_132.jpg,32x4x363x317,1
C:/Users/QIU/Desktop/dataset/images/pug_108.jpg,91x150x262x281,2
C:/Users/QIU/Desktop/dataset/images/newfoundland_170.jpg,133x1x415x255,1
C:/Users/QIU/Desktop/dataset/images/chihuahua_170.jpg,42x13x263x192,2
C:/Users/QIU/Desktop/dataset/images/american_bulldog_174.jpg,183x16x491x301,2
C:/Users/QIU/Desktop/dataset/images/yorkshire_terrier_103.jpg,142x181x284x298,2
C:/Users/QIU/Desktop/dataset/images/pomeranian_14.jpg,112x1x388x283,2
C:/Users/QIU/Desktop/dataset/images/shiba_inu_140.jpg,89x110x231x263,1
C:/Users/QIU/Desktop/dataset/images/Ragdoll_158.jpg,368x8x480x122,2
C:/Users/QIU/Desktop/dataset/images/leonberger_12.jpg,138x20x342x255,2
C:/Users/QIU/Desktop/dataset/images/german_shorthaired_129.jpg,27x141x116x223,1
C:/Users/QIU/Desktop/dataset/images/newfoundland_119.jpg,79x235x286x469,1
C:/Users/QIU/Desktop/dataset/images/havanese_159.jpg,68x24x388x303,2
C:/Users/QIU/Desktop/dataset/images/beagle_110.jpg,71x34x338x269,2
C:/Users/QIU/Desktop/dataset/images/Persian_112.jpg,55x20x409x346,1
C:/Users/QIU/Desktop/dataset/images/beagle_143.jpg,35x42x455x388,2
C:/Users/QIU/Desktop/dataset/images/newfoundland_117.jpg,85x72x367x309,1
C:/Users/QIU/Desktop/dataset/images/beagle_10.jpg,149x51x388x280,2
C:/Users/QIU/Desktop/dataset/images/american_pit_bull_terrier_147.jpg,78x102x184x183,2
C:/Users/QIU/Desktop/dataset/images/Bengal_13.jpg,87x109x130x164,2
C:/Users/QIU/Desktop/dataset/images/chihuahua_147.jpg,112x47x199x142,2
C:/Users/QIU/Desktop/dataset/images/beagle_121.jpg,47x150x276x303,2
C:/Users/QIU/Desktop/dataset/images/beagle_186.jpg,215x152x375x297,2
C:/Users/QIU/Desktop/dataset/images/japanese_chin_104.jpg,191x13x385x146,1
C:/Users/QIU/Desktop/dataset/images/Birman_15.jpg,28x155x230x352,2
C:/Users/QIU/Desktop/dataset/images/Ragdoll_179.jpg,303x42x440x183,2
C:/Users/QIU/Desktop/dataset/images/pomeranian_190.jpg,26x25x116x130,2
C:/Users/QIU/Desktop/dataset/images/Maine_Coon_149.jpg,98x105x246x255,1
C:/Users/QIU/Desktop/dataset/images/yorkshire_terrier_172.jpg,95x21x284x173,2
C:/Users/QIU/Desktop/dataset/images/Siamese_189.jpg,54x69x257x277,2
C:/Users/QIU/Desktop/dataset/images/Siamese_160.jpg,265x94x389x224,2
C:/Users/QIU/Desktop/dataset/images/english_setter_180.jpg,319x156x401x219,2
